Cruise Number,Sample Date Local,Year,Vessel Name,Transect Name,Distance Offshore Nautical Miles,Station Depth Meters,Station Code,Start Time Local,Start Latitude Decimal Degrees North,Start Longitude Decimal Degrees West,Salmon Id Number,Common Name,Genus Species,Age Classbylength,Tagged Code,Tagged Description,Salmon Field Length Millimeters,Type Of Length,Length Description,Salmon Lab Length Millimeters,Salmon Lab Weight Grams,Stomach Condition Description,Prey Item Genus Species,Prey Item Common Name,Prey Item Life History Stage,Prey Item Count,Prey Item Weight Grams,Prey Item Condition Description,Record Number,Accessed Date,Source Url,Preferred Citation
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35449,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,130,FL (mm),Fork Length,128,18.8,Most to taxa,OSTEICHTHYES,BONY FISHES,Juvenile,1,.374,Most to taxa,Row 181 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35450,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,142,FL (mm),Fork Length,138,21.9,Most to taxa,PLEURONECTIDAE,RIGHTEYED FLATFISH,Juvenile,1,.275,Most to taxa,Row 182 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35455,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,145,FL (mm),Fork Length,142,28.8,Most to genus or taxa,COPEPODA,COPEPODA,Adult,4,.001,Most to genus or taxa,Row 183 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35456,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,140,FL (mm),Fork Length,143,27.8,Some to taxa,OSTEICHTHYES,BONY FISHES,Material,1,.239,Some to taxa,Row 184 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35458,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,136,FL (mm),Fork Length,133,20.7,Most to taxa,PLANTAE,PLANT,Material,0,.003,Most to taxa,Row 185 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35459,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,152,FL (mm),Fork Length,149,28.9,Most to genus or taxa,PINNOTHERIDAE,PEA CRABS,Megalopa,1,.001,Most to genus or taxa,Row 186 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35459,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,152,FL (mm),Fork Length,149,28.9,Most to genus or taxa,ISOPODA,ISOPODA,Juvenile,2,.009,Most to genus or taxa,Row 187 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35462,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,146,FL (mm),Fork Length,144,28.5,Mostly to spp or genus,SEBASTES,ROCKFISH,Juvenile,1,.703,Mostly to spp or genus,Row 188 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35463,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/CWT,Ad clipped & CWT,136,FL (mm),Fork Length,135,22.7,Some to taxa,CRUSTACEA,CRUSTACEA,Material,0,.043,Some to taxa,Row 189 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35464,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,150,FL (mm),Fork Length,146,28.7,Most to genus or taxa,SEBASTES,ROCKFISH,Juvenile,1,.574,Most to genus or taxa,Row 190 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35466,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,148,FL (mm),Fork Length,146,29.9,Most to taxa,SEBASTES,ROCKFISH,Juvenile,1,.455,Most to taxa,Row 191 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35467,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/CWT,Ad clipped & CWT,149,FL (mm),Fork Length,143,29.1,Most to taxa,OSTEICHTHYES,BONY FISHES,Juvenile,2,.344,Most to taxa,Row 192 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35468,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/CWT,Ad clipped & CWT,141,FL (mm),Fork Length,136,25.9,Most to taxa,SEBASTES,ROCKFISH,Juvenile,1,.397,Most to taxa,Row 193 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35469,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,142,FL (mm),Fork Length,140,27.7,Mostly to spp or genus,PAGURIDAE,PAGURIDAE,Megalopa,1,.001,Mostly to spp or genus,Row 194 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35469,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,142,FL (mm),Fork Length,140,27.7,Mostly to spp or genus,CANCER OREGONENSIS/PRODUCTUS,CANCER OREG/PROD,Megalopa,19,.199,Mostly to spp or genus,Row 195 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35475,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,138,FL (mm),Fork Length,136,29.1,Mostly to spp or genus,SEBASTES,ROCKFISH,Juvenile,1,.666,Mostly to spp or genus,Row 196 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35476,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/CWT,Ad clipped & CWT,158,FL (mm),Fork Length,151,31.7,Most to taxa,SEBASTES,ROCKFISH,Juvenile,1,.266,Most to taxa,Row 197 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35477,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/CWT/PBT,Ad clipped & CWT & Parentage Based Tagging,148,FL (mm),Fork Length,145,25.7,Mostly to spp or genus,SEBASTES,ROCKFISH,Juvenile,1,1.173,Mostly to spp or genus,Row 198 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35478,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,149,FL (mm),Fork Length,143,27.9,Most to genus or taxa,CANCER OREGONENSIS/PRODUCTUS,CANCER OREG/PROD,Megalopa,24,.179,Most to genus or taxa,Row 199 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35480,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,152,FL (mm),Fork Length,151,32.6,Most to taxa,SEBASTES,ROCKFISH,Juvenile,2,.18,Most to taxa,Row 200 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,150,052615MC20,2015-05-26 16:58:00,46.31183,-124.3808,35486,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,168,FL (mm),Fork Length,163,54.3,Most to genus or taxa,PLEURONECTIDAE,RIGHTEYED FLATFISH,Juvenile,4,.488,Most to genus or taxa,Row 201 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-27 00:00:00,2015,Frosti,,,129,052715MC21,2015-05-27 07:28:00,46.161,-124.44,35566,Chinook salmon,Oncorhynchus tshawytscha,yearling,CWT,CWT,172,FL (mm),Fork Length,167,65.2,Totally digested,EMPTY STOMACH,EMPTY STOMACH,No Food,,0,Totally digested,Row 202 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-27 00:00:00,2015,Frosti,,,131,052715MC22,2015-05-27 09:04:00,46.16933,-124.4497,35587,Chinook salmon,Oncorhynchus tshawytscha,yearling,CWT,CWT,200,FL (mm),Fork Length,193,88.7,Most to taxa,OSTEICHTHYES,BONY FISHES,Juvenile,0,.373,Most to taxa,Row 203 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-27 00:00:00,2015,Frosti,,,131,052715MC22,2015-05-27 09:04:00,46.16933,-124.4497,35587,Chinook salmon,Oncorhynchus tshawytscha,yearling,CWT,CWT,200,FL (mm),Fork Length,193,88.7,Most to taxa,SEBASTES,ROCKFISH,Juvenile,1,.505,Most to taxa,Row 204 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-27 00:00:00,2015,Frosti,,,131,052715MC22,2015-05-27 09:04:00,46.16933,-124.4497,35589,Chinook salmon,Oncorhynchus tshawytscha,yearling,CWT,CWT,190,FL (mm),Fork Length,185,84.7,Mostly to spp or genus,SEBASTES,ROCKFISH,Juvenile,1,.759,Mostly to spp or genus,Row 205 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-27 00:00:00,2015,Frosti,,,131,052715MC22,2015-05-27 09:04:00,46.16933,-124.4497,35591,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,118,FL (mm),Fork Length,114,13.8,Most to taxa,CANCER,CANCER,Zoea,1,.001,Most to taxa,Row 206 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-27 00:00:00,2015,Frosti,,,131,052715MC22,2015-05-27 09:04:00,46.16933,-124.4497,35591,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,118,FL (mm),Fork Length,114,13.8,Most to taxa,ENGRAULIS MORDAX,NORTHERN ANCHOVY,Larva,1,.074,Most to taxa,Row 207 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-27 00:00:00,2015,Frosti,,,131,052715MC22,2015-05-27 09:04:00,46.16933,-124.4497,35593,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/CWT,Ad clipped & CWT,146,FL (mm),Fork Length,142,28.3,Totally digested,EMPTY STOMACH,EMPTY STOMACH,No Food,,0,Totally digested,Row 208 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-27 00:00:00,2015,Frosti,,,131,052715MC22,2015-05-27 09:04:00,46.16933,-124.4497,35596,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,142,FL (mm),Fork Length,138,25.3,Most to taxa,CANCER OREGONENSIS/PRODUCTUS,CANCER OREG/PROD,Megalopa,4,.041,Most to taxa,Row 209 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-27 00:00:00,2015,Frosti,,,131,052715MC22,2015-05-27 09:04:00,46.16933,-124.4497,35598,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,166,FL (mm),Fork Length,161,46.5,Most to genus or taxa,PLEURONECTIDAE,RIGHTEYED FLATFISH,Juvenile,3,.385,Most to genus or taxa,Row 210 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-27 00:00:00,2015,Frosti,,,131,052715MC22,2015-05-27 09:04:00,46.16933,-124.4497,35603,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/CWT,Ad clipped & CWT,170,FL (mm),Fork Length,166,53.8,Mostly to spp or genus,SEBASTES,ROCKFISH,Juvenile,1,.841,Mostly to spp or genus,Row 211 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-27 00:00:00,2015,Frosti,,,131,052715MC22,2015-05-27 09:04:00,46.16933,-124.4497,35604,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,205,FL (mm),Fork Length,199,105.8,Totally digested,UNIDENTIFIED,UNIDENTIFIED MATERIAL,Material,0,.11,Totally digested,Row 212 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-27 00:00:00,2015,Frosti,,,134,052715MC23,2015-05-27 10:35:00,46.19683,-124.4787,35614,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/CWT/PBT,Ad clipped & CWT & Parentage Based Tagging,138,FL (mm),Fork Length,134,22.6,Most to genus or taxa,PLEURONECTIDAE,RIGHTEYED FLATFISH,Juvenile,2,.138,Most to genus or taxa,Row 213 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
