Cruise Number,Sample Date Local,Year,Vessel Name,Transect Name,Distance Offshore Nautical Miles,Station Depth Meters,Station Code,Start Time Local,Start Latitude Decimal Degrees North,Start Longitude Decimal Degrees West,Salmon Id Number,Common Name,Genus Species,Age Classbylength,Tagged Code,Tagged Description,Salmon Field Length Millimeters,Type Of Length,Length Description,Salmon Lab Length Millimeters,Salmon Lab Weight Grams,Stomach Condition Description,Prey Item Genus Species,Prey Item Common Name,Prey Item Life History Stage,Prey Item Count,Prey Item Weight Grams,Prey Item Condition Description,Record Number,Accessed Date,Source Url,Preferred Citation
51,2015-05-26 00:00:00,2015,Frosti,,,106,052615MC18,2015-05-26 13:24:00,46.28683,-124.3235,35340,Chinook salmon,Oncorhynchus tshawytscha,yearling,NO,NO TAG,130,FL (mm),Fork Length,125,19.1,Some to taxa,OSTEICHTHYES,BONY FISHES,Juvenile,1,.112,Some to taxa,Row 80 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,106,052615MC18,2015-05-26 13:24:00,46.28683,-124.3235,35342,Chinook salmon,Oncorhynchus tshawytscha,yearling,CWT,CWT,178,FL (mm),Fork Length,171,66.5,Most to genus or taxa,SEBASTES,ROCKFISH,Juvenile,3,2.769,Most to genus or taxa,Row 81 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,106,052615MC18,2015-05-26 13:24:00,46.28683,-124.3235,35343,Chinook salmon,Oncorhynchus tshawytscha,yearling,CWT,CWT,151,FL (mm),Fork Length,148,27.6,Most to taxa,CANCER MAGISTER,DUNGENESS CRAB,Megalopa,0,.073,Most to taxa,Row 82 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-26 00:00:00,2015,Frosti,,,106,052615MC18,2015-05-26 13:24:00,46.28683,-124.3235,35344,Chinook salmon,Oncorhynchus tshawytscha,yearling,CWT,CWT,153,FL (mm),Fork Length,149,32.2,Totally digested,EMPTY STOMACH,EMPTY STOMACH,No Food,0,0,Totally digested,Row 83 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,131,052415MC1,2015-05-24 08:10:00,46.16983,-124.4562,34961,Chinook salmon,Oncorhynchus tshawytscha,yearling,CWT,CWT,171,FL (mm),Fork Length,,53.9,Most to taxa,OSTEICHTHYES,BONY FISHES,Juvenile,1,.884,Most to taxa,Row 84 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,131,052415MC1,2015-05-24 08:10:00,46.16983,-124.4562,34962,Chinook salmon,Oncorhynchus tshawytscha,yearling,CWT,CWT,210,FL (mm),Fork Length,204,110.1,Some to taxa,OSTEICHTHYES,BONY FISHES,Material,0,.111,Some to taxa,Row 85 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,131,052415MC1,2015-05-24 08:10:00,46.16983,-124.4562,34963,Chinook salmon,Oncorhynchus tshawytscha,yearling,CWT,CWT,195,FL (mm),Fork Length,190,77.5,Totally digested,EMPTY STOMACH,EMPTY STOMACH,No Food,,0,Totally digested,Row 86 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,131,052415MC1,2015-05-24 08:10:00,46.16983,-124.4562,34965,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,150,FL (mm),Fork Length,154,35.6,Totally digested,EMPTY STOMACH,EMPTY STOMACH,No Food,0,0,Totally digested,Row 87 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,131,052415MC1,2015-05-24 08:10:00,46.16983,-124.4562,34967,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,185,FL (mm),Fork Length,179,70.8,Totally digested,UNIDENTIFIED,UNIDENTIFIED MATERIAL,Material,0,.031,Totally digested,Row 88 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,131,052415MC1,2015-05-24 08:10:00,46.16983,-124.4562,34968,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,170,FL (mm),Fork Length,166,46.7,Some to taxa,OSTEICHTHYES,BONY FISHES,Juvenile,2,.108,Some to taxa,Row 89 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,132,052415MC2,2015-05-24 10:29:00,46.1995,-124.481,34979,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,171,FL (mm),Fork Length,164,53.6,Mostly to spp or genus,PLEURONECTIDAE,RIGHTEYED FLATFISH,Juvenile,10,2.102,Mostly to spp or genus,Row 90 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,132,052415MC2,2015-05-24 10:29:00,46.1995,-124.481,34981,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,155,FL (mm),Fork Length,151,33.7,Most to genus or taxa,PLEURONECTIDAE,RIGHTEYED FLATFISH,Juvenile,0,.234,Most to genus or taxa,Row 91 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,132,052415MC2,2015-05-24 10:29:00,46.1995,-124.481,34981,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,155,FL (mm),Fork Length,151,33.7,Most to genus or taxa,CEPHALOPODA,CEPHALOPODA,Juvenile,1,.445,Most to genus or taxa,Row 92 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,132,052415MC2,2015-05-24 10:29:00,46.1995,-124.481,34982,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,165,FL (mm),Fork Length,157,43.1,Most to genus or taxa,SEBASTES,ROCKFISH,Juvenile,1,.914,Most to genus or taxa,Row 93 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,132,052415MC2,2015-05-24 10:29:00,46.1995,-124.481,34983,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad,Ad clipped,152,FL (mm),Fork Length,150,31.9,Totally digested,EMPTY STOMACH,EMPTY STOMACH,No Food,,0,Totally digested,Row 94 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,132,052415MC2,2015-05-24 10:29:00,46.1995,-124.481,34984,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,151,FL (mm),Fork Length,143,30.3,Most to genus or taxa,PLEURONECTIDAE,RIGHTEYED FLATFISH,Juvenile,2,.205,Most to genus or taxa,Row 95 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,132,052415MC2,2015-05-24 10:29:00,46.1995,-124.481,34985,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PIT/PBT,Ad clipped & PIT Tag & Parentage Based Tagging,150,FL (mm),Fork Length,143,32.4,Some to taxa,OSTEICHTHYES,BONY FISHES,Juvenile,1,.171,Some to taxa,Row 96 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,132,052415MC2,2015-05-24 10:29:00,46.1995,-124.481,34986,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,150,FL (mm),Fork Length,141,27.5,Mostly to spp or genus,TEUTHIDA,SQUIDS,Juvenile,1,.289,Mostly to spp or genus,Row 97 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,129,052415MC3,2015-05-24 12:05:00,46.16217,-124.4445,35001,Chinook salmon,Oncorhynchus tshawytscha,yearling,CWT,CWT,193,FL (mm),Fork Length,182,80.2,Most to genus or taxa,PLEURONECTIDAE,RIGHTEYED FLATFISH,Juvenile,6,1.109,Most to genus or taxa,Row 98 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,129,052415MC3,2015-05-24 12:05:00,46.16217,-124.4445,35001,Chinook salmon,Oncorhynchus tshawytscha,yearling,CWT,CWT,193,FL (mm),Fork Length,182,80.2,Most to genus or taxa,SEBASTES,ROCKFISH,Juvenile,3,2.174,Most to genus or taxa,Row 99 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,129,052415MC3,2015-05-24 12:05:00,46.16217,-124.4445,35002,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,148,FL (mm),Fork Length,143,29.2,Most to taxa,CANCER OREGONENSIS/PRODUCTUS,CANCER OREG/PROD,Megalopa,4,.059,Most to taxa,Row 100 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,129,052415MC3,2015-05-24 12:05:00,46.16217,-124.4445,35002,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,148,FL (mm),Fork Length,143,29.2,Most to taxa,OSTEICHTHYES,BONY FISHES,Juvenile,1,.034,Most to taxa,Row 101 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,130,052415MC4,2015-05-24 13:51:00,46.17117,-124.451,35011,Chinook salmon,Oncorhynchus tshawytscha,yearling,NO,NO TAG,120,FL (mm),Fork Length,122,16.8,Totally digested,EMPTY STOMACH,EMPTY STOMACH,No Food,,0,Totally digested,Row 102 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,130,052415MC4,2015-05-24 13:51:00,46.17117,-124.451,35015,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,141,FL (mm),Fork Length,140,23.8,Totally digested,EMPTY STOMACH,EMPTY STOMACH,No Food,,0,Totally digested,Row 103 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,130,052415MC4,2015-05-24 13:51:00,46.17117,-124.451,35018,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,151,FL (mm),Fork Length,150,30.4,Some to taxa,INSECTA,INSECT,Parts,1,.009,Some to taxa,Row 104 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,130,052415MC4,2015-05-24 13:51:00,46.17117,-124.451,35018,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,151,FL (mm),Fork Length,150,30.4,Some to taxa,CANCER MAGISTER,DUNGENESS CRAB,Megalopa,1,.049,Some to taxa,Row 105 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,130,052415MC4,2015-05-24 13:51:00,46.17117,-124.451,35019,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/CWT/PBT,Ad clipped & CWT & Parentage Based Tagging,139,FL (mm),Fork Length,139,26.5,Totally digested,EMPTY STOMACH,EMPTY STOMACH,No Food,,0,Totally digested,Row 106 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,130,052415MC4,2015-05-24 13:51:00,46.17117,-124.451,35020,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,137,FL (mm),Fork Length,138,20.6,Totally digested,EMPTY STOMACH,EMPTY STOMACH,No Food,,0,Totally digested,Row 107 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,130,052415MC4,2015-05-24 13:51:00,46.17117,-124.451,35025,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,162,FL (mm),Fork Length,161,36.2,Some to taxa,OSTEICHTHYES,BONY FISHES,Material,0,.251,Some to taxa,Row 108 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,130,052415MC4,2015-05-24 13:51:00,46.17117,-124.451,35028,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,143,FL (mm),Fork Length,142,25.7,Totally digested,EMPTY STOMACH,EMPTY STOMACH,No Food,0,0,Totally digested,Row 109 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,130,052415MC4,2015-05-24 13:51:00,46.17117,-124.451,35029,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,155,FL (mm),Fork Length,153,29.7,Some to taxa,OSTEICHTHYES,BONY FISHES,Material,0,.049,Some to taxa,Row 110 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,130,052415MC4,2015-05-24 13:51:00,46.17117,-124.451,35030,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/CWT/PBT,Ad clipped & CWT & Parentage Based Tagging,136,FL (mm),Fork Length,139,23.9,Totally digested,EMPTY STOMACH,EMPTY STOMACH,No Food,,0,Totally digested,Row 111 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,130,052415MC4,2015-05-24 13:51:00,46.17117,-124.451,35031,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,136,FL (mm),Fork Length,135,23.1,Totally digested,EMPTY STOMACH,EMPTY STOMACH,No Food,,0,Totally digested,Row 112 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
51,2015-05-24 00:00:00,2015,Frosti,,,130,052415MC4,2015-05-24 13:51:00,46.17117,-124.451,35032,Chinook salmon,Oncorhynchus tshawytscha,yearling,Ad/PBT,Ad clipped & Parentage Based Tagging,147,FL (mm),Fork Length,144,25.6,Totally digested,EMPTY STOMACH,EMPTY STOMACH,No Food,,0,Totally digested,Row 113 of 361,Accessed on 2024-04-24 08:58:13,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents,"Morgan, Cheryl; 03/20/2017. NOAA Fisheries Northwest Fisheries Science Center. Juvenile Salmonid Trophic Data: Ocean Juvenile Salmon Stomach Contents (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/ocean_juvenile_salmon_stomach_contents)"
